unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	prestige	recruitment_cost	recruitment_movie	religion_requirement	upkeep_cost	weight	campaign_total_cap	resource_requirement	world_leader_only	can_trade	special_edition_mask	unique_index	in_encyclopedia	region_unit_resource_requirement	voiceover	ui_unit_group_land	ui_unit_group_naval	tier
att_ger_noble_germanic_swordsmen		0	medium	2	false	att_ger_noble_germanic_swordsmen	200	0	425	att_lon_heavy_tra_ger	1	40	160	0	525			80	medium	-1		false	false	0	8231	true		barbarian	att_inf_sword_land	att_special_transportship_naval	0
att_ger_noble_gothic_lancers		0	medium	2	false	att_ger_noble_gothic_lancers	200	0	725	att_lon_light_tra_ger	1	20	80	0	900			140	medium	-1		false	false	0	8547	true		barbarian	att_cav_shock_land	att_special_transportship_naval	0
att_ger_noble_suebi_swordsmen		0	heavy	2	false	att_ger_noble_suebi_swordsmen	200	0	825	att_lon_heavy_tra_ger	1	40	160	0	1050			160	very_heavy	-1		false	false	0	8257	true		barbarian	att_inf_sword_land	att_special_transportship_naval	0
att_ger_protectores_defectors		0	heavy	2	false	att_ger_protectores_defectors	200	0	425	att_lon_heavy_tra_ger	1	40	160	0	425			50	very_heavy	-1		false	false	0	10695	true		barbarian	att_inf_sword_land	att_special_transportship_naval	0
att_ger_redoubtable_chieftain		0	heavy	2	false	att_ger_redoubtable_chieftain	200	0	475	att_lon_heavy_tra_ger	1	40	160	0	475			55	very_heavy	-1		false	false	0	10759	true		barbarian	att_inf_sword_land	att_special_transportship_naval	0
att_ger_royal_anstrutiones		0	heavy	2	false	att_ger_royal_anstrutiones	200	0	750	att_lon_heavy_tra_ger	1	40	160	0	750			110	heavy	-1		false	false	0	8277	true		barbarian	att_inf_sword_land	att_special_transportship_naval	0
att_ger_royal_burgundian_general		0	heavy	2	false	att_ger_royal_burgundian_general	200	0	675	att_lon_heavy_tra_ger	1	20	80	0	675			80	heavy	-1		false	false	0	10780	true		barbarian	att_cav_shock_land	att_special_transportship_naval	0
att_ger_royal_lancers		0	heavy	2	false	att_ger_royal_lancers	200	0	725	att_lon_light_tra_ger	1	20	80	0	725			90	heavy	-1		false	false	0	10697	true		barbarian	att_cav_shock_land	att_special_transportship_naval	0
att_ger_royal_saiones		0	heavy	2	false	att_ger_royal_saiones	200	0	775	att_lon_light_tra_ger	1	20	80	0	975			150	heavy	-1		false	false	0	8650	true		barbarian	att_cav_melee_land	att_special_transportship_naval	0
att_ger_royal_suebi_cavalry		0	heavy	2	false	att_ger_royal_suebi_cavalry	200	0	800	att_lon_light_tra_ger	1	20	80	0	800			120	heavy	-1		false	false	0	8550	true		barbarian	att_cav_shock_land	att_special_transportship_naval	0
att_ger_sacra_francisca		0	heavy	2	false	att_ger_sacra_francisca	200	0	825	att_lon_light_tra_ger	1	20	80	0	825			120	heavy	-1		false	false	0	8555	true		barbarian	att_cav_shock_land	att_special_transportship_naval	0
att_ger_salian_frankish_lancers		0	light	2	false	att_ger_salian_frankish_lancers	200	0	550	att_lon_light_tra_ger	1	20	80	0	400			65	light	-1		false	false	0	8502	true		barbarian	att_cav_shock_land	att_special_transportship_naval	0
att_ger_sarmatian_cataphract_archers		0	medium	2	false	att_alan_cataphract_archers	200	0	850	att_lon_light_tra_ger	1	20	80	0	850			135	medium	-1		false	false	0	7125	true		nomad	att_cav_bow_land	att_special_transportship_naval	0
att_ger_sarmatian_cataphracts		0	medium	2	false	att_ger_sarmatian_cataphracts	200	0	575	att_lon_light_tra_ger	1	20	80	0	425			70	medium	-1		false	false	0	7252	true		nomad	att_cav_shock_land	att_special_transportship_naval	0
att_ger_sarmatian_mounted_skirmishers		0	light	2	false	att_ger_sarmatian_mounted_skirmishers	200	0	500	att_lon_light_tra_ger	1	20	80	0	375			60	very_light	-1		false	false	0	7106	true		nomad	att_cav_javelin_land	att_special_transportship_naval	0
att_ger_sarmatian_spears		0	heavy	2	false	att_ger_sarmatian_spears	200	0	325	att_lon_heavy_tra_ger	1	10	40	0	250			40	heavy	-1		false	false	0	7033	true		nomad	att_special_wardog_land	att_special_transportship_naval	0
att_ger_sarmatian_warband		0	heavy	2	false	att_ger_sarmatian_warband	200	0	475	att_lon_heavy_tra_ger	1	40	160	0	350			55	heavy	-1		false	false	0	7054	true		nomad	att_inf_sword_land	att_special_transportship_naval	0
att_ger_scaled_clubmen		0	heavy	2	false	att_ger_scaled_clubmen	200	0	500	att_lon_heavy_tra_ger	1	40	160	0	500			60	very_heavy	-1		false	false	0	10731	true		barbarian	att_inf_sword_land	att_special_transportship_naval	0
att_ger_scattershot_hurlers		0	light	2	false	att_ger_scattershot_hurlers	200	0	210	att_lon_heavy_tra_ger	1	40	160	0	150			25	light	-1		false	false	0	10701	true		barbarian	att_inf_sling_land	att_special_transportship_naval	0
att_ger_scavenger_mob		0	light	2	false	att_ger_scavenger_mob	200	0	275	att_lon_heavy_tra_ger	1	40	160	0	210			35	very_light	-1		false	false	0	10720	true		barbarian	att_inf_spear_land	att_special_transportship_naval	0
att_ger_suebi_champions		0	heavy	2	false	att_ger_suebi_champions	200	0	650	att_lon_heavy_tra_ger	1	40	160	0	650			80	very_heavy	-1		false	false	0	10744	true		barbarian	att_inf_sword_land	att_special_transportship_naval	0
att_ger_suebi_nobles		0	medium	2	false	att_ger_suebi_nobles	200	0	850	att_lon_light_tra_ger	1	20	80	0	850			105	medium	-1		false	false	0	10755	true		barbarian	att_cav_melee_land	att_special_transportship_naval	0
att_ger_suebi_oath_takers		0	heavy	2	false	att_ger_suebi_oath_takers	200	0	625	att_lon_heavy_tra_ger	1	40	160	0	800			120	heavy	-1		false	false	0	10751	true		barbarian	att_inf_spear_land	att_special_transportship_naval	0
att_ger_suebi_warriors		0	heavy	2	false	att_ger_suebi_warriors	200	0	600	att_lon_heavy_tra_ger	1	40	160	0	600			70	very_heavy	-1		false	false	0	10736	true		barbarian	att_inf_axe_land	att_special_transportship_naval	0
att_ger_sword_heerbann		0	medium	2	false	att_ger_sword_heerbann	200	0	500	att_lon_heavy_tra_ger	1	40	160	0	500			60	medium	-1		false	false	0	8305	true		barbarian	att_inf_sword_land	att_special_transportship_naval	0
att_ger_vandal_berserkers		0	light	2	false	att_ger_vandal_berserkers	200	0	550	att_lon_heavy_tra_ger	1	40	160	0	550			75	light	-1		false	false	0	8337	true		barbarian	att_inf_sword_land	att_special_transportship_naval	0
att_ger_vandal_raiders		0	light	2	false	att_ger_vandal_raiders	200	0	650	att_lon_light_tra_ger	1	20	80	0	675			80	light	-1		false	false	0	8597	true		barbarian	att_cav_melee_land	att_special_transportship_naval	0
att_ger_vandal_warlord		0	medium	2	false	att_ger_vandal_warlord	200	0	750	att_lon_light_tra_ger	1	20	80	0	750			95	medium	-1		false	false	0	8629	true		barbarian	att_cav_melee_land	att_special_transportship_naval	0
att_ger_young_wolves		0	light	2	false	att_ger_young_wolves	200	0	325	att_lon_heavy_tra_ger	1	40	160	0	250			20	light	-1		false	false	0	10709	true		barbarian	att_inf_sword_land	att_special_transportship_naval	0
att_ger_germanic_hunters		0	light	1	false	att_ger_germanic_hunters	200	0	180	att_lon_heavy_tra_ger	1	40	160	0	180			25	very_light	-1		false	false	0	8434	true		barbarian	att_inf_bow_land	att_special_transportship_naval	0
att_ger_germanic_nobles		5	light	1	false	rex_goth_spaikulatur	100	0	300	att_lon_heavy_tra_ger	1	40	160	0	300			20	very_light	-1		false	false	0	8622	true		barbarian	att_cav_melee_land	att_special_transportship_naval	2
