key	building	unit	XP	conditions	faction	enabled
150194	att_bld_roman_east_city_minor_generic_2	rex_rom_millites_dalm	0			false
150195	att_bld_roman_east_city_minor_generic_3	rex_rom_millites_dalm	0			false
150196	att_bld_roman_east_city_minor_generic_4	rex_rom_millites_dalm	0			false
150197	att_bld_roman_west_city_major_1	rex_rom_millites_mena	0			false
150198	att_bld_roman_west_city_major_2	rex_rom_millites_mena	0			false
150199	att_bld_roman_west_city_major_3	rex_rom_millites_mena	0			false
150200	att_bld_roman_west_city_major_4	rex_rom_millites_mena	0			false
150201	att_bld_roman_west_city_minor_generic_1	rex_rom_millites_mena	0			false
150202	att_bld_roman_west_city_minor_generic_2	rex_rom_millites_mena	0			false
150203	att_bld_roman_west_city_minor_generic_3	rex_rom_millites_mena	0			false
150204	att_bld_roman_west_city_minor_generic_4	rex_rom_millites_mena	0			false
150205	att_bld_roman_east_city_major_1	rex_rom_millites_mena	0			false
150206	att_bld_roman_east_city_major_2	rex_rom_millites_mena	0			false
150207	att_bld_roman_east_city_major_3	rex_rom_millites_mena	0			false
150208	att_bld_roman_east_city_major_4	rex_rom_millites_mena	0			false
150209	att_bld_roman_east_city_minor_generic_1	rex_rom_millites_mena	0			false
150210	att_bld_roman_east_city_minor_generic_2	rex_rom_millites_mena	0			false
150211	att_bld_roman_east_city_minor_generic_3	rex_rom_millites_mena	0			false
150212	att_bld_roman_east_city_minor_generic_4	rex_rom_millites_mena	0			false
150213	att_bld_roman_west_city_major_1	rex_rom_millites_moes	0			false
150214	att_bld_roman_west_city_major_2	rex_rom_millites_moes	0			false
150215	att_bld_roman_west_city_major_3	rex_rom_millites_moes	0			false
150216	att_bld_roman_west_city_major_4	rex_rom_millites_moes	0			false
150217	att_bld_roman_west_city_minor_generic_1	rex_rom_millites_moes	0			false
150218	att_bld_roman_west_city_minor_generic_2	rex_rom_millites_moes	0			false
150219	att_bld_roman_west_city_minor_generic_3	rex_rom_millites_moes	0			false
150220	att_bld_roman_west_city_minor_generic_4	rex_rom_millites_moes	0			false
150221	att_bld_roman_east_city_major_1	rex_rom_millites_moes	0			false
150222	att_bld_roman_east_city_major_2	rex_rom_millites_moes	0			false
150223	att_bld_roman_east_city_major_3	rex_rom_millites_moes	0			false
150224	att_bld_roman_east_city_major_4	rex_rom_millites_moes	0			false
150225	att_bld_roman_east_city_minor_generic_1	rex_rom_millites_moes	0			false
150226	att_bld_roman_east_city_minor_generic_2	rex_rom_millites_moes	0			false
150227	att_bld_roman_east_city_minor_generic_3	rex_rom_millites_moes	0			false
150228	att_bld_roman_east_city_minor_generic_4	rex_rom_millites_moes	0			false
150229	att_bld_roman_west_city_major_1	rex_rom_millites_nerv	0			false
150230	att_bld_roman_west_city_major_2	rex_rom_millites_nerv	0			false
150231	att_bld_roman_west_city_major_3	rex_rom_millites_nerv	0			false
150232	att_bld_roman_west_city_major_4	rex_rom_millites_nerv	0			false
150233	att_bld_roman_west_city_minor_generic_1	rex_rom_millites_nerv	0			false
150234	att_bld_roman_west_city_minor_generic_2	rex_rom_millites_nerv	0			false
150235	att_bld_roman_west_city_minor_generic_3	rex_rom_millites_nerv	0			false
150236	att_bld_roman_west_city_minor_generic_4	rex_rom_millites_nerv	0			false
150237	att_bld_roman_east_city_major_1	rex_rom_millites_nerv	0			false
150238	att_bld_roman_east_city_major_2	rex_rom_millites_nerv	0			false
150239	att_bld_roman_east_city_major_3	rex_rom_millites_nerv	0			false
150240	att_bld_roman_east_city_major_4	rex_rom_millites_nerv	0			false
150241	att_bld_roman_east_city_minor_generic_1	rex_rom_millites_nerv	0			false
150242	att_bld_roman_east_city_minor_generic_2	rex_rom_millites_nerv	0			false
150243	att_bld_roman_east_city_minor_generic_3	rex_rom_millites_nerv	0			false
150244	att_bld_roman_east_city_minor_generic_4	rex_rom_millites_nerv	0			false
150245	att_bld_roman_west_city_major_1	rex_rom_millites_scyt	0			false
150246	att_bld_roman_west_city_major_2	rex_rom_millites_scyt	0			false
150247	att_bld_roman_west_city_major_3	rex_rom_millites_scyt	0			false
150248	att_bld_roman_west_city_major_4	rex_rom_millites_scyt	0			false
150249	att_bld_roman_west_city_minor_generic_1	rex_rom_millites_scyt	0			false
150250	att_bld_roman_west_city_minor_generic_2	rex_rom_millites_scyt	0			false
150251	att_bld_roman_west_city_minor_generic_3	rex_rom_millites_scyt	0			false
150252	att_bld_roman_west_city_minor_generic_4	rex_rom_millites_scyt	0			false
150253	att_bld_roman_east_city_major_1	rex_rom_millites_scyt	0			false
150254	att_bld_roman_east_city_major_2	rex_rom_millites_scyt	0			false
150255	att_bld_roman_east_city_major_3	rex_rom_millites_scyt	0			false
150256	att_bld_roman_east_city_major_4	rex_rom_millites_scyt	0			false
150257	att_bld_roman_east_city_minor_generic_1	rex_rom_millites_scyt	0			false
150258	att_bld_roman_east_city_minor_generic_2	rex_rom_millites_scyt	0			false
150259	att_bld_roman_east_city_minor_generic_3	rex_rom_millites_scyt	0			false
150260	att_bld_roman_east_city_minor_generic_4	rex_rom_millites_scyt	0			false
150261	att_bld_roman_west_city_major_1	rex_rom_millites_tung	0			false
150262	att_bld_roman_west_city_major_2	rex_rom_millites_tung	0			false
150263	att_bld_roman_west_city_major_3	rex_rom_millites_tung	0			false
150264	att_bld_roman_west_city_major_4	rex_rom_millites_tung	0			false
150265	att_bld_roman_west_city_minor_generic_1	rex_rom_millites_tung	0			false
150266	att_bld_roman_west_city_minor_generic_2	rex_rom_millites_tung	0			false
150267	att_bld_roman_west_city_minor_generic_3	rex_rom_millites_tung	0			false
150268	att_bld_roman_west_city_minor_generic_4	rex_rom_millites_tung	0			false
150269	att_bld_roman_east_city_major_1	rex_rom_millites_tung	0			false
150270	att_bld_roman_east_city_major_2	rex_rom_millites_tung	0			false
150271	att_bld_roman_east_city_major_3	rex_rom_millites_tung	0			false
150272	att_bld_roman_east_city_major_4	rex_rom_millites_tung	0			false
150273	att_bld_roman_east_city_minor_generic_1	rex_rom_millites_tung	0			false
150274	att_bld_roman_east_city_minor_generic_2	rex_rom_millites_tung	0			false
150275	att_bld_roman_east_city_minor_generic_3	rex_rom_millites_tung	0			false
150276	att_bld_roman_east_city_minor_generic_4	rex_rom_millites_tung	0			false
150005	att_bld_all_military_upgrades_armor_2	rex_rom_millites_arm	0			false
150004	att_bld_all_military_upgrades_armor_3	rex_rom_millites_arm	0			false
150003	att_bld_all_military_upgrades_armor_4	rex_rom_millites_arm	0			false
150101	att_bld_all_military_upgrades_wood_2	rex_rom_millites_ball	0			false
150102	att_bld_all_military_upgrades_wood_3	rex_rom_millites_ball	0			false
150103	att_bld_all_military_upgrades_wood_4	rex_rom_millites_ball	0			false
150104	att_bld_roman_east_military_infantry_2	att_rom_funditores	0			false
150105	att_bld_roman_east_military_infantry_2	att_rom_sagittarii	0			false
150107	att_bld_roman_east_military_infantry_2	rex_rom_legionis_lanciarii	0			false
150108	att_bld_roman_east_military_infantry_3	att_rom_funditores	0			false
150109	att_bld_roman_east_military_infantry_3	att_rom_sagittarii	0			false
150111	att_bld_roman_east_military_infantry_3	rex_rom_legionis_lanciarii	0			false
150112	att_bld_roman_east_military_infantry_4	att_rom_funditores	0			false
150113	att_bld_roman_east_military_infantry_4	att_rom_sagittarii	0			false
150115	att_bld_roman_east_military_infantry_4	rex_rom_legionis_lanciarii	0			false
150116	att_bld_roman_west_military_infantry_2	att_rom_funditores	0			false
150277	att_bld_roman_west_military_infantry_2	att_rom_sagittarii	0			false
150279	att_bld_roman_west_military_infantry_2	rex_rom_legionis_lanciarii	0			false
150280	att_bld_roman_west_military_infantry_3	att_rom_funditores	0			false
150281	att_bld_roman_west_military_infantry_3	att_rom_sagittarii	0			false
150283	att_bld_roman_west_military_infantry_3	rex_rom_legionis_lanciarii	0			false
150284	att_bld_roman_west_military_infantry_4	att_rom_funditores	0			false
150285	att_bld_roman_west_military_infantry_4	att_rom_sagittarii	0			false
150287	att_bld_roman_west_military_infantry_4	rex_rom_legionis_lanciarii	0			false
150295	att_bld_roman_east_military_infantry_2	att_rom_comitatensis_spears	0			false
150296	att_bld_roman_west_military_infantry_2	att_rom_comitatensis_spears	0			false
150297	att_bld_roman_east_military_infantry_3	att_rom_comitatensis_spears	0			false
150298	att_bld_roman_west_military_infantry_3	att_rom_comitatensis_spears	0			false
150299	att_bld_roman_east_military_infantry_4	att_rom_comitatensis_spears	0			false
150300	att_bld_roman_west_military_infantry_4	att_rom_comitatensis_spears	0			false
150311	att_bld_roman_east_military_infantry_3	rex_rom_legionis_hispanorum	0			false
150312	att_bld_roman_west_military_infantry_3	rex_rom_legionis_hispanorum	0			false
150313	att_bld_roman_east_military_infantry_3	rex_rom_legionis_carthaginensis	0			false
150314	att_bld_roman_west_military_infantry_3	rex_rom_legionis_carthaginensis	0			false
150315	att_bld_roman_east_military_infantry_3	rex_rom_legionis_lusitanorum	0			false
150316	att_bld_roman_west_military_infantry_3	rex_rom_legionis_lusitanorum	0			false
150317	att_bld_roman_east_military_infantry_3	rex_rom_legionis_asturum	0			false
150318	att_bld_roman_west_military_infantry_3	rex_rom_legionis_asturum	0			false
150319	att_bld_roman_east_military_infantry_3	rex_rom_legionis_abrincateni	0			false
150320	att_bld_roman_west_military_infantry_3	rex_rom_legionis_abrincateni	0			false
150321	att_bld_roman_east_military_infantry_3	rex_rom_legionis_francorum	0			false
150322	att_bld_roman_west_military_infantry_3	rex_rom_legionis_francorum	0			false
150323	att_bld_roman_east_military_infantry_3	rex_rom_legionis_chamavorum	0			false
150324	att_bld_roman_west_military_infantry_3	rex_rom_legionis_chamavorum	0			false
150325	att_bld_roman_east_military_infantry_3	rex_rom_legionis_raetorum	0			false
150326	att_bld_roman_west_military_infantry_3	rex_rom_legionis_raetorum	0			false
150327	att_bld_roman_east_military_infantry_3	rex_rom_legionis_alamannorum	0			false
150328	att_bld_roman_west_military_infantry_3	rex_rom_legionis_alamannorum	0			false
150329	att_bld_roman_east_military_infantry_3	rex_rom_legionis_gallorum	0			false
150330	att_bld_roman_west_military_infantry_3	rex_rom_legionis_gallorum	0			false
150331	att_bld_roman_east_military_infantry_3	rex_rom_legionis_tungrorum	0			false
150332	att_bld_roman_west_military_infantry_3	rex_rom_legionis_tungrorum	0			false
150333	att_bld_roman_east_military_infantry_3	rex_rom_legionis_lingonum	0			false
150334	att_bld_roman_west_military_infantry_3	rex_rom_legionis_lingonum	0			false
150335	att_bld_roman_east_military_infantry_3	rex_rom_legionis_nerviorum	0			false
150336	att_bld_roman_west_military_infantry_3	rex_rom_legionis_nerviorum	0			false
150337	att_bld_roman_east_military_infantry_3	rex_rom_legionis_morinorum	0			false
150338	att_bld_roman_west_military_infantry_3	rex_rom_legionis_morinorum	0			false
150339	att_bld_roman_east_military_infantry_3	rex_rom_legionis_noricorum	0			false
150340	att_bld_roman_west_military_infantry_3	rex_rom_legionis_noricorum	0			false
150341	att_bld_roman_east_military_infantry_3	rex_rom_legionis_germanorum	0			false
150342	att_bld_roman_west_military_infantry_3	rex_rom_legionis_germanorum	0			false
150343	att_bld_roman_east_military_infantry_3	rex_rom_legionis_iuthungorum	0			false
150344	att_bld_roman_west_military_infantry_3	rex_rom_legionis_iuthungorum	0			false
150301	att_bld_roman_east_military_infantry_4	rex_rom_legionis_hispanorum	0			false
150302	att_bld_roman_west_military_infantry_4	rex_rom_legionis_hispanorum	0			false
150303	att_bld_roman_east_military_infantry_4	rex_rom_legionis_carthaginensis	0			false
150304	att_bld_roman_west_military_infantry_4	rex_rom_legionis_carthaginensis	0			false
150305	att_bld_roman_east_military_infantry_4	rex_rom_legionis_lusitanorum	0			false
150306	att_bld_roman_west_military_infantry_4	rex_rom_legionis_lusitanorum	0			false
150307	att_bld_roman_east_military_infantry_4	rex_rom_legionis_asturum	0			false
150308	att_bld_roman_west_military_infantry_4	rex_rom_legionis_asturum	0			false
150309	att_bld_roman_east_military_infantry_4	rex_rom_legionis_abrincateni	0			false
150310	att_bld_roman_west_military_infantry_4	rex_rom_legionis_abrincateni	0			false
150345	att_bld_roman_east_military_infantry_4	rex_rom_legionis_francorum	0			false
150346	att_bld_roman_west_military_infantry_4	rex_rom_legionis_francorum	0			false
150347	att_bld_roman_east_military_infantry_4	rex_rom_legionis_chamavorum	0			false
150348	att_bld_roman_west_military_infantry_4	rex_rom_legionis_chamavorum	0			false
150349	att_bld_roman_east_military_infantry_4	rex_rom_legionis_raetorum	0			false
150350	att_bld_roman_west_military_infantry_4	rex_rom_legionis_raetorum	0			false
150351	att_bld_roman_east_military_infantry_4	rex_rom_legionis_alamannorum	0			false
150352	att_bld_roman_west_military_infantry_4	rex_rom_legionis_alamannorum	0			false
150353	att_bld_roman_east_military_infantry_4	rex_rom_legionis_gallorum	0			false
150354	att_bld_roman_west_military_infantry_4	rex_rom_legionis_gallorum	0			false
150355	att_bld_roman_east_military_infantry_4	rex_rom_legionis_tungrorum	0			false
150356	att_bld_roman_west_military_infantry_4	rex_rom_legionis_tungrorum	0			false
150357	att_bld_roman_east_military_infantry_4	rex_rom_legionis_lingonum	0			false
150358	att_bld_roman_west_military_infantry_4	rex_rom_legionis_lingonum	0			false
150359	att_bld_roman_east_military_infantry_4	rex_rom_legionis_nerviorum	0			false
150360	att_bld_roman_west_military_infantry_4	rex_rom_legionis_nerviorum	0			false
150361	att_bld_roman_east_military_infantry_4	rex_rom_legionis_morinorum	0			false
150362	att_bld_roman_west_military_infantry_4	rex_rom_legionis_morinorum	0			false
150363	att_bld_roman_east_military_infantry_4	rex_rom_legionis_noricorum	0			false
150364	att_bld_roman_west_military_infantry_4	rex_rom_legionis_noricorum	0			false
150365	att_bld_roman_east_military_infantry_4	rex_rom_legionis_germanorum	0			false
150366	att_bld_roman_west_military_infantry_4	rex_rom_legionis_germanorum	0			false
150367	att_bld_roman_east_military_infantry_4	rex_rom_legionis_iuthungorum	0			false
150368	att_bld_roman_west_military_infantry_4	rex_rom_legionis_iuthungorum	0			false
150369	att_bld_roman_east_military_infantry_2	rex_rom_legionis_hispanorum	0			false
150370	att_bld_roman_west_military_infantry_2	rex_rom_legionis_hispanorum	0			false
150371	att_bld_roman_east_military_infantry_2	rex_rom_legionis_carthaginensis	0			false
150372	att_bld_roman_west_military_infantry_2	rex_rom_legionis_carthaginensis	0			false
150373	att_bld_roman_east_military_infantry_2	rex_rom_legionis_lusitanorum	0			false
150374	att_bld_roman_west_military_infantry_2	rex_rom_legionis_lusitanorum	0			false
150375	att_bld_roman_east_military_infantry_2	rex_rom_legionis_asturum	0			false
150376	att_bld_roman_west_military_infantry_2	rex_rom_legionis_asturum	0			false
150377	att_bld_roman_east_military_infantry_2	rex_rom_legionis_abrincateni	0			false
150378	att_bld_roman_west_military_infantry_2	rex_rom_legionis_abrincateni	0			false
150379	att_bld_roman_east_military_infantry_2	rex_rom_legionis_francorum	0			false
150380	att_bld_roman_west_military_infantry_2	rex_rom_legionis_francorum	0			false
150381	att_bld_roman_east_military_infantry_2	rex_rom_legionis_chamavorum	0			false
150382	att_bld_roman_west_military_infantry_2	rex_rom_legionis_chamavorum	0			false
150383	att_bld_roman_east_military_infantry_2	rex_rom_legionis_raetorum	0			false
150384	att_bld_roman_west_military_infantry_2	rex_rom_legionis_raetorum	0			false
150385	att_bld_roman_east_military_infantry_2	rex_rom_legionis_alamannorum	0			false
150386	att_bld_roman_west_military_infantry_2	rex_rom_legionis_alamannorum	0			false
150387	att_bld_roman_east_military_infantry_2	rex_rom_legionis_gallorum	0			false
150388	att_bld_roman_west_military_infantry_2	rex_rom_legionis_gallorum	0			false
150389	att_bld_roman_east_military_infantry_2	rex_rom_legionis_tungrorum	0			false
150390	att_bld_roman_west_military_infantry_2	rex_rom_legionis_tungrorum	0			false
150391	att_bld_roman_east_military_infantry_2	rex_rom_legionis_lingonum	0			false
150392	att_bld_roman_west_military_infantry_2	rex_rom_legionis_lingonum	0			false
150393	att_bld_roman_east_military_infantry_2	rex_rom_legionis_nerviorum	0			false
150394	att_bld_roman_west_military_infantry_2	rex_rom_legionis_nerviorum	0			false
150395	att_bld_roman_east_military_infantry_2	rex_rom_legionis_morinorum	0			false
150396	att_bld_roman_west_military_infantry_2	rex_rom_legionis_morinorum	0			false
150397	att_bld_roman_east_military_infantry_2	rex_rom_legionis_noricorum	0			false
150398	att_bld_roman_west_military_infantry_2	rex_rom_legionis_noricorum	0			false
150399	att_bld_roman_east_military_infantry_2	rex_rom_legionis_germanorum	0			false
150400	att_bld_roman_west_military_infantry_2	rex_rom_legionis_germanorum	0			false
150401	att_bld_roman_east_military_infantry_2	rex_rom_legionis_iuthungorum	0			false
150402	att_bld_roman_west_military_infantry_2	rex_rom_legionis_iuthungorum	0			false
150403	att_bld_roman_east_military_infantry_2	rex_rom_legionis_illyricorum	0			false
150404	att_bld_roman_west_military_infantry_2	rex_rom_legionis_illyricorum	0			false
150405	att_bld_roman_east_military_infantry_3	rex_rom_legionis_illyricorum	0			false
150406	att_bld_roman_west_military_infantry_3	rex_rom_legionis_illyricorum	0			false
150407	att_bld_roman_east_military_infantry_4	rex_rom_legionis_illyricorum	0			false
150408	att_bld_roman_west_military_infantry_4	rex_rom_legionis_illyricorum	0			false
150409	att_bld_roman_east_military_infantry_2	rex_rom_legionis_dalmatarum	0			false
150410	att_bld_roman_west_military_infantry_2	rex_rom_legionis_dalmatarum	0			false
150411	att_bld_roman_east_military_infantry_3	rex_rom_legionis_dalmatarum	0			false
150412	att_bld_roman_west_military_infantry_3	rex_rom_legionis_dalmatarum	0			false
150413	att_bld_roman_east_military_infantry_4	rex_rom_legionis_dalmatarum	0			false
150414	att_bld_roman_west_military_infantry_4	rex_rom_legionis_dalmatarum	0			false
150415	att_bld_roman_east_military_infantry_2	rex_rom_legionis_thracorum	0			false
150416	att_bld_roman_west_military_infantry_2	rex_rom_legionis_thracorum	0			false
150417	att_bld_roman_east_military_infantry_3	rex_rom_legionis_thracorum	0			false
150418	att_bld_roman_west_military_infantry_3	rex_rom_legionis_thracorum	0			false
150419	att_bld_roman_east_military_infantry_4	rex_rom_legionis_thracorum	0			false
150420	att_bld_roman_west_military_infantry_4	rex_rom_legionis_thracorum	0			false
150421	att_bld_roman_east_military_infantry_2	rex_rom_legionis_galatarum	0			false
150422	att_bld_roman_west_military_infantry_2	rex_rom_legionis_galatarum	0			false
