key	text	tooltip
regions_onscreen_bel_reg_tarraconensis_caesaraugusta	Caesaraugusta	true
regions_onscreen_att_reg_lusitania_olisipo	Olisipo	true
regions_onscreen_att_reg_caledonia_et_hibernia_eblana	Eblana	true
regions_onscreen_bel_reg_apulia_et_calabria_hydruntum	Hydruntum	true
regions_onscreen_bel_reg_brittany_riedonum	Riedonum	true
regions_battle_name_att_sea_mare_phoenicum	Mare Phoenicum	true
regions_onscreen_bel_reg_sardinia_et_corsica_turris	Turris	true
regions_onscreen_att_reg_asorstan_ctesiphon	Ctesiphon	true
regions_battle_name_att_reg_narbonensis_narbo	Narbo	true
regions_onscreen_att_reg_caledonia_et_hibernia_eildon	Eildon	true
regions_battle_name_att_reg_sarmatia_europaea_olbia	Olbia	true
regions_onscreen_cha_reg_franconia_hallstadt	Hallstadt	true
regions_battle_name_att_reg_aethiopia_adulis	Adulis	true
regions_battle_name_cha_reg_ulster_grinan_of_ailech	Grinan of Ailech	true
regions_battle_name_att_reg_narbonensis_aquae_sextiae	Aquae Sextiae	true
regions_battle_name_cha_reg_marca_hispanica_barcelona	Barcelona	true
regions_onscreen_att_sea_lake	Lake	true
regions_onscreen_cha_sea_adriatic_sea	Adriatic Sea	true
regions_onscreen_att_reg_aegyptus_berenice	Berenice	true
regions_onscreen_bel_reg_burgundy_valentia	Valentia	true
regions_battle_name_cha_reg_gharb_al_anadalus_beja	Beja	true
regions_onscreen_cha_reg_provence_marseille	Marseille	true
regions_battle_name_bel_reg_campania_et_samnium_beneventum	Beneventum	true
regions_onscreen_att_reg_palaestinea_aelia_capitolina	Aelia Capitolina	true
regions_onscreen_att_reg_asia_ephesus	Ephesus	true
regions_onscreen_bel_reg_flaminia_et_picenum_pisaurum	Pisaurum	true
regions_onscreen_att_reg_hercynia_casurgis	Casurgis	true
regions_onscreen_att_reg_lusitania_emerita_augusta	Emerita Augusta	true
regions_onscreen_bel_reg_mauretania_sitifensis_cirta	Cirta	true
regions_onscreen_cha_reg_sardinia_and_corsica_ajaccio	Ajaccio	true
regions_onscreen_att_sea_mare_indicum	Mare Indicum	true
regions_onscreen_att_reg_libya_augila	Augila	true
regions_battle_name_cha_reg_carinthia_lorch	Lorch	true
regions_onscreen_cha_reg_east_neustria_reims	Reims	true
regions_onscreen_att_reg_syria_emesa	Emesa	true
regions_battle_name_att_reg_pannonia_savaria	Savaria	true
regions_onscreen_bel_reg_lusitania_emerita	Emerita	true
regions_onscreen_att_reg_libya_paraetonium	Paraetonium	true
regions_onscreen_att_reg_germano_sarmatia_palteskja	Palteskja	true
regions_battle_name_cha_reg_west_aquitaine_bourges	Bourges	true
regions_onscreen_att_sea_propontis	Propontis	true
regions_onscreen_cha_reg_croatia_ptuj	Ptuj	true
regions_battle_name_bel_reg_neustria_portus_namnetum	Portus Namnetum	true
regions_onscreen_bel_reg_apulia_et_calabria_sipontum	Sipontum	true
regions_onscreen_bel_reg_provence_vapincum	Vapincum	true
regions_battle_name_att_reg_dacia_petrodava	Petrodava	true
regions_battle_name_cha_reg_valencia_palma	Palma	true
regions_onscreen_cha_sea_irish_sea	Irish Sea	true
regions_onscreen_cha_reg_northumbria_bamburgh	Bamburgh	true
regions_onscreen_bel_reg_gallaecia_brigantium	Brigantium	true
regions_battle_name_bel_reg_sicilia_panormus	Panormus	true
regions_onscreen_cha_reg_burgundy_grenoble	Grenoble	true
regions_onscreen_bel_reg_aquitaine_lemonum	Lemonum	true
regions_onscreen_att_reg_raetia_et_noricum_virunum	Virunum	true
regions_onscreen_att_reg_maxima_sequanorum_octodurus	Octodurum	true
regions_onscreen_bel_reg_campania_et_samnium_neapolis	Neapolis	true
regions_onscreen_att_sea_mare_caspium	Mare Caspium	true
regions_onscreen_cha_reg_east_neustria_troyes	Troyes	true
regions_onscreen_bel_reg_apulia_et_calabria_tarentum	Tarentum	true
regions_onscreen_bel_reg_cantabria_portus_victoriae	Portus Victoriae	true
regions_battle_name_cha_sea_mare_incognita	Mare Incognita	true
regions_battle_name_cha_reg_brittany_quimper	Quimper	true
regions_battle_name_att_reg_dardania_scupi	Scupi	true
regions_onscreen_att_reg_frisia_tulifurdum	Tulifurdum	true
regions_battle_name_bel_reg_venetia_et_histria_verona	Verona	true
regions_onscreen_att_reg_lugdunensis_lugdunum	Lugdunum	true
regions_onscreen_att_reg_media_atropatene_ecbatana	Ecbatana	true
regions_onscreen_cha_reg_wilzi_lipsk	Lipsk	true
regions_onscreen_cha_reg_pannonia_cibakhaza	Cibakhaza	true
regions_battle_name_bel_sea_mare_incognita	Mare Incognita	true
regions_battle_name_att_reg_dalmatia_domavia	Domavia	true
regions_battle_name_att_reg_phazania_cydamus	Cydamus	true
regions_battle_name_att_reg_mediterraneus_occidentalis_ajax	Ajax	true
regions_onscreen_att_reg_armenia_duin	Duin	true
regions_onscreen_att_reg_asia_cyzicus	Cyzicus	true
regions_onscreen_cha_reg_obodrites_havelberg	Havelberg	true
regions_battle_name_cha_reg_navarre_pamplona	Pamplona	true
regions_battle_name_bel_reg_austrasia_augustobona_tricassium	Augustobona Tricassium	true
regions_battle_name_att_reg_phazania_dimmidi	Dimmidi	true
regions_battle_name_cha_reg_calabria_taranto	Taranto	true
regions_onscreen_cha_reg_valencia_cartagena	Cartagena	true
regions_battle_name_cha_reg_provence_arles	Arles	true
regions_onscreen_att_sea_mare_aegaeum	Mare Aegaeum	true
regions_battle_name_bel_reg_baetica_hispalis	Hispalis	true
regions_battle_name_att_reg_aquitania_elusa	Elusa	true
regions_onscreen_att_reg_arabia_felix_omana	Omana	true
regions_onscreen_bel_reg_neustria_turonorum	Turonorum	true
regions_onscreen_cha_reg_swabia_strasbourg	Strasbourg	true
regions_onscreen_cha_reg_jutland_ribe	Ribe	true
regions_onscreen_att_sea_mare_africum	Mare Africum	true
regions_battle_name_cha_reg_moravia_mosaburg	Mosaburg	true
regions_battle_name_cha_reg_terra_incognita	Terra Incognita	true
regions_onscreen_cha_sea_south_sea	South Sea	true
regions_onscreen_bel_reg_gallaecia_astorga	Astorga	true
regions_onscreen_cha_reg_sardinia_and_corsica_olbia	Olbia	true
regions_battle_name_cha_reg_pictland_scone	Scone	true
regions_onscreen_cha_sea_north_sea	North Sea	true
regions_battle_name_bel_reg_neustria_paris	Paris	true
regions_onscreen_att_reg_scandza_hafn	Hafn	true
regions_onscreen_cha_reg_west_neustria_bayeux	Bayeux	true
regions_onscreen_cha_reg_west_neustria_rennes	Rennes	true
regions_onscreen_att_reg_aegyptus_oxyrhynchus	Oxyrhynchus	true
regions_onscreen_att_reg_scandza_hrefnesholt	Hrefnesholt	true
regions_onscreen_bel_reg_lusitania_aeminium	Aeminium	true
regions_onscreen_bel_reg_praeualitana_doclea	Doclea	true
regions_battle_name_cha_reg_al_andalus_jaen	Jaen	true
regions_onscreen_att_reg_dardania_viminacium	Viminacium	true
regions_onscreen_att_reg_africa_constantina	Constantina	true
regions_onscreen_att_reg_britannia_inferior_segontium	Segontium	true
regions_onscreen_cha_reg_france_tours	Tours	true
regions_battle_name_att_reg_bithynia_amasea	Amasea	true
regions_onscreen_cha_reg_alemannia_konstanz	Konstanz	true
regions_onscreen_cha_reg_marca_media_merida	Merida	true
regions_battle_name_att_reg_venetia_ravenna	Ravenna	true
regions_onscreen_bel_reg_lusitania_olissipo	Olissipo	true
regions_battle_name_cha_reg_frisia_utrecht	Utrecht	true
regions_battle_name_att_reg_britannia_inferior_lindum	Lindum	true
regions_battle_name_cha_reg_septimania_urgell	Urgell	true
regions_onscreen_att_reg_arabia_magna_yathrib	Yathrib	true
regions_battle_name_cha_reg_gharb_al_anadalus_seville	Seville	true
regions_onscreen_att_reg_aquitania_avaricum	Avaricum	true
regions_battle_name_bel_reg_brittany_gwened	Gwened	true
regions_battle_name_cha_reg_angria_paderborn	Paderborn	true
regions_onscreen_cha_reg_navarre_saragossa	Zaragoza	true
regions_battle_name_att_reg_germania_aregelia	Aregelia	true
regions_onscreen_bel_reg_cantabria_pompaelo	Pompaelo	true
regions_battle_name_att_reg_mauretania_tingis	Tingis	true
regions_battle_name_cha_reg_valencia_valencia	Valencia	true
regions_battle_name_att_reg_hercynia_nitrahwa	Nitrahwa	true
regions_battle_name_cha_reg_leon_leon	Leon	true
regions_battle_name_att_sea_mare_sarmaticum	Mare Sarmaticum	true
regions_onscreen_att_sea_mare_rubrum	Mare Rubrum	true
regions_battle_name_bel_sea_mare_balearicum	Mare Balearicum	true
regions_onscreen_cha_reg_franconia_wurzburg	Wurzburg	true
regions_onscreen_att_reg_cappadocia_melitene	Melitene	true
regions_battle_name_cha_reg_mercia_lichfield	Lichfield	true
regions_battle_name_bel_reg_mauretania_caesariensis_pomaria	Pomaria	true
regions_battle_name_att_reg_frisia_angulus	Angulus	true
regions_battle_name_bel_reg_mauretania_tingitana_anfa	Anfa	true
regions_onscreen_att_reg_mediterraneus_occidentalis_caralis	Caralis	true
regions_onscreen_bel_reg_venetia_et_histria_aquileia	Aquileia	true
regions_onscreen_bel_reg_aquitaine_avaricum	Avaricum	true
regions_battle_name_att_sea_sinus_arabicus	Sinus Arabicus	true
regions_onscreen_bel_reg_epirus_nova_photiki	Photiki	true
regions_onscreen_bel_reg_liguria_augusta_taurinorum	Augusta Taurinorum	true
regions_onscreen_att_reg_hyperborea_kariskos	Kariskos	true
regions_battle_name_cha_reg_exarchate_bologna	Bologna	true
regions_battle_name_cha_reg_wessex_canterbury	Canterbury	true
regions_onscreen_cha_reg_east_aquitaine_autun	Autun	true
regions_battle_name_cha_reg_wales_degannwy	Degannwy	true
regions_battle_name_att_reg_scythia_bolghar	Bolghar	true
regions_onscreen_bel_reg_zeugitana_thagaste	Thagaste	true
regions_battle_name_cha_reg_alemannia_chur	Chur	true
regions_onscreen_att_reg_transcaspia_siahkuh	Siahkuh	true
regions_battle_name_att_reg_magna_graecia_syracusae	Syracusae	true
regions_battle_name_bel_reg_dalmatia_narona	Narona	true
regions_battle_name_att_reg_carthaginensis_toletum	Toletum	true
regions_battle_name_cha_reg_munster_dublin	Dublin	true
regions_onscreen_bel_reg_lucania_et_brutii_rhegium	Rhegium	true
regions_onscreen_bel_reg_septimania_narbonne	Narbonne	true
regions_battle_name_cha_reg_gallicia_santiago	Santiago	true
regions_battle_name_bel_reg_burgundy_besantio	Besantio	true
regions_onscreen_bel_reg_carthaginensis_ilici	Ilici	true
regions_onscreen_att_reg_tripolitana_sabrata	Sabrata	true
regions_battle_name_cha_reg_pannonia_szeged	Szeged	true
regions_battle_name_att_reg_gothiscandza_ascaucalis	Ascaucalis	true
regions_battle_name_bel_sea_mare_adriaticum	Mare Adriaticum	true
regions_onscreen_att_reg_gothiscandza_rugion	Rugion	true
regions_onscreen_bel_reg_flaminia_et_picenum_ravenna	Ravenna	true
regions_onscreen_bel_reg_lucania_et_brutii_crotona	Crotona	true
regions_battle_name_bel_reg_gallaecia_bracara	Bracara	true
regions_battle_name_att_reg_gallaecia_bracara	Bracara	true
regions_battle_name_att_reg_caucasia_mtskheta	Mtskheta	true
regions_battle_name_att_reg_gothiscandza_gothiscandza	Gothiscandza	true
regions_onscreen_bel_sea_mare_syrtis	Mare Syrtis	true
regions_battle_name_bel_reg_provence_nikaia	Nikaia	true
regions_battle_name_att_reg_asorstan_arbela	Arbela	true
regions_onscreen_bel_reg_liguria_mediolanum	Mediolanum	true
regions_battle_name_cha_reg_saxony_osnabruck	Osnabruck	true
regions_onscreen_att_reg_narbonensis_vienna	Vienna	true
regions_onscreen_bel_reg_carthaginensis_carthago_nova	Carthago Nova	true
regions_battle_name_bel_reg_byzacena_sufetula	Sufetula	true
regions_battle_name_att_reg_asorstan_meshan	Meshan	true
regions_battle_name_cha_reg_calabria_kroton	Kroton	true
regions_onscreen_att_reg_aethiopia_pachoras	Pachoras	true
regions_battle_name_cha_reg_toledo_calatrava	Calatrava	true
regions_onscreen_cha_reg_marca_hispanica_tarragona	Tarragona	true
regions_battle_name_att_reg_raetia_et_noricum_iuvavum	Iuvavum	true
regions_battle_name_att_reg_sarmatia_europaea_gelonus	Gelonus	true
regions_battle_name_att_reg_dalmatia_salona	Salona	true
regions_battle_name_cha_reg_marca_inferior_coimbra	Coimbra	true
regions_battle_name_att_reg_venetia_verona	Verona	true
regions_battle_name_cha_reg_rome_roma	Roma	true
regions_battle_name_att_reg_maxima_sequanorum_argentoratum	Argentoratum	true
regions_onscreen_bel_reg_italia_roma	Roma	true
regions_onscreen_att_reg_scythia_ra	Raha	true
regions_battle_name_cha_sea_tyrrhenian_sea	Tyrrhenian Sea	true
regions_battle_name_bel_reg_septimania_nimes	Nimes	true
regions_onscreen_cha_reg_septimania_narbonne	Narbonne	true
regions_onscreen_att_reg_liguria_mediolanum	Mediolanum	true
regions_battle_name_cha_reg_wessex_winchester	Winchester	true
regions_battle_name_cha_reg_exarchate_ravenna	Ravenna	true
regions_onscreen_bel_reg_italia_reate	Reate	true
regions_battle_name_bel_reg_provence_massilia	Massilia	true
regions_battle_name_att_reg_britannia_superior_camulodunon	Camulodunum	true
regions_battle_name_att_sea_mare_hibernicum	Mare Hibernicum	true
regions_battle_name_att_reg_osroene_edessa	Edessa	true
regions_onscreen_cha_sea_ionian_sea	Ionian Sea	true
regions_onscreen_bel_reg_celtiberia_tolentum	Tolentum	true
regions_battle_name_bel_reg_tuscia_et_umbria_faesulae	Faesulae	true
regions_battle_name_cha_reg_marca_hispanica_girona	Girona	true
regions_battle_name_att_reg_dalmatia_siscia	Siscia	true
regions_battle_name_cha_reg_pictland_rhynie	Rhynie	true
regions_battle_name_att_reg_baetica_corduba	Corduba	true
regions_onscreen_bel_reg_sicilia_agrigentum	Agrigentum	true
regions_battle_name_cha_reg_jutland_aarhus	Aarhus	true
regions_battle_name_cha_reg_munster_cashel	Cashel	true
regions_battle_name_att_reg_belgica_colonia_agrippina	Colonia Agrippina	true
regions_battle_name_att_reg_hercynia_budorgis	Budorgis	true
regions_onscreen_bel_reg_flaminia_et_picenum_bononia	Bononia	true
regions_battle_name_bel_reg_mauretania_caesariensis_caesarea	Caesarea	true
regions_battle_name_att_reg_phazania_garama	Garama	true
regions_battle_name_att_reg_liguria_segusio	Segusio	true
regions_onscreen_bel_sea_mare_ionium	Mare Ionium	true
regions_onscreen_bel_reg_aquitaine_arvernis	Arvernis	true
regions_onscreen_cha_sea_celtic_sea	Celtic Sea	true
regions_onscreen_bel_reg_celtiberia_segovia	Segovia	true
regions_battle_name_att_sea_sinus_syracusanus	Sinus Syracusanus	true
regions_battle_name_bel_reg_byzacena_thysdrus	Thysdrus	true
regions_battle_name_cha_reg_bohemia_dresden	Dresden	true
regions_onscreen_cha_sea_baltic_sea	Baltic Sea	true
regions_battle_name_bel_reg_novempopulania_burdigala	Burdigala	true
regions_onscreen_att_reg_spahan_susa	Susa	true
regions_battle_name_bel_reg_austrasia_remorum	Remorum	true
regions_battle_name_bel_reg_tuscia_et_umbria_arretium	Arretium	true
regions_battle_name_bel_reg_burgundy_vienne	Vienne	true
regions_onscreen_att_reg_lugdunensis_turonum	Turonum	true
regions_battle_name_cha_reg_moravia_savaria	Savaria	true
regions_battle_name_cha_reg_calabria_region	Region	true
regions_battle_name_cha_reg_west_aquitaine_poitiers	Poitiers	true
regions_battle_name_att_reg_africa_carthago	Carthago	true
regions_battle_name_cha_reg_east_aquitaine_arvernis	Arvernis	true
regions_onscreen_att_reg_carthaginensis_carthago_nova	Carthago Nova	true
regions_battle_name_att_reg_cilicia_tarsus	Tarsus	true
regions_battle_name_cha_reg_angria_buraburg	Buraburg	true
regions_battle_name_att_reg_hyperborea_sylis	Silys	true
regions_onscreen_cha_reg_septimania_toulouse	Toulouse	true
regions_onscreen_att_sea_oceanus_germanicus	Oceanus Germanicus	true
regions_onscreen_att_reg_britannia_superior_londinium	Londinium	true
regions_battle_name_att_reg_caucasia_kotais	Kotais	true
regions_battle_name_bel_reg_mauretania_caesariensis_cartenna	Cartenna	true
regions_onscreen_cha_reg_carinthia_salzburg	Salzburg	true
regions_onscreen_att_reg_gallaecia_asturica	Asturica	true
regions_battle_name_att_reg_macedonia_thessalonica	Thessalonica	true
regions_battle_name_att_reg_tarraconensis_pompaelo	Pompaelo	true
regions_battle_name_cha_reg_lombardy_genova	Genova	true
regions_onscreen_att_reg_cappadocia_trapezus	Trapezus	true
regions_battle_name_cha_reg_swabia_strasbourg	Strasbourg	true
regions_onscreen_bel_reg_celtiberia_complutum	Complutum	true
regions_onscreen_att_reg_hyperborea_moramar	Moramar	true
regions_battle_name_cha_reg_jutland_hedeby	Hedeby	true
regions_battle_name_cha_reg_mercia_lincoln	Lincoln	true
regions_battle_name_cha_reg_west_aquitaine_angouleme	Angouleme	true
regions_battle_name_att_reg_mediterraneus_occidentalis_palma	Palma	true
regions_battle_name_cha_reg_bavaria_passau	Passau	true
regions_battle_name_cha_sea_north_sea	North Sea	true
regions_battle_name_cha_sea_south_sea	South Sea	true
regions_battle_name_bel_reg_gallaecia_astorga	Astorga	true
regions_battle_name_cha_reg_burgundy_geneve	Geneve	true
regions_battle_name_bel_reg_lucania_et_brutii_thurii	Thurii	true
regions_battle_name_att_reg_cilicia_iconium	Iconium	true
regions_battle_name_att_reg_raetia_et_noricum_augusta_vindelicorum	Augusta Vindelicorum	true
regions_battle_name_cha_reg_sicilia_akragas	Akragas	true
regions_battle_name_cha_reg_austrasia_metz	Metz	true
regions_battle_name_att_reg_carthaginensis_segobriga	Segobriga	true
regions_battle_name_cha_reg_swabia_bescanon	Bescanon	true
regions_battle_name_att_sea_pontus_euxinus	Pontus Euxinus	true
regions_battle_name_cha_reg_friuli_venezia	Venezia	true
regions_battle_name_bel_reg_septimania_elne	Elne	true
regions_battle_name_bel_reg_carthaginensis_libisosa	Libisosa	true
regions_battle_name_cha_reg_ulster_cruachan	Cruachan	true
regions_battle_name_cha_sea_irish_sea	Irish Sea	true
regions_battle_name_bel_reg_provence_vapincum	Vapincum	true
regions_onscreen_att_reg_arabia_magna_dumatha	Dumatha	true
regions_onscreen_cha_reg_frisia_ghent	Ghent	true
regions_battle_name_att_sea_mare_balearicum	Mare Balearicum	true
regions_battle_name_att_reg_khwarasan_merv	Merv	true
regions_battle_name_bel_reg_tarraconensis_valentia	Valentia	true
regions_onscreen_bel_reg_mauretania_tingitana_tingis	Tingis	true
regions_onscreen_bel_reg_italia_cosa	Cosa	true
regions_battle_name_att_reg_transcarpathia_leopolis	Leopolis	true
regions_battle_name_att_reg_baetica_malaca	Malaca	true
regions_battle_name_att_reg_raetia_et_noricum_virunum	Virunum	true
regions_battle_name_bel_reg_aquitaine_lemonum	Lemonum	true
regions_battle_name_cha_reg_burgundy_grenoble	Grenoble	true
regions_onscreen_att_reg_persis_siraf	Siraf	true
regions_onscreen_cha_reg_east_aquitaine_rodez	Rodez	true
regions_battle_name_att_sea_mare_adriaticum	Mare Adriaticum	true
regions_battle_name_att_sea_sinus_persicus	Sinus Persicus	true
regions_battle_name_att_reg_bithynia_ancyra	Ancyra	true
regions_onscreen_cha_sea_alboran_sea	Alboran Sea	true
regions_battle_name_att_sea_rhenus	Rhenus	true
regions_battle_name_cha_reg_navarre_tudela	Tudela	true
regions_battle_name_bel_reg_baetica_malaca	Malaca	true
regions_battle_name_cha_reg_frisia_boulogne	Boulogne	true
regions_battle_name_att_reg_makran_harmosia	Harmosia	true
regions_onscreen_att_reg_mauretania_caesarea	Caesarea	true
